SampleID	CONTIG COUNT 	TOTAL LENGTH 	MIN 	MAX 	MEDIAN 	MEAN 	L50 	N50 	L90 	N90 	BUSCO_Complete	BUSCO_Single	BUSCO_Single	BUSCO_Single	BUSCO_Fragmented	BUSCO_Missing	BUSCO_NumGenes	Reads	Mapped reads	Average coverage
Rhizopus_sp._NRRL_1530	2264	36870148	1000	210450	5589	16285.40	253	42968	977	7987	97.2	66.9	66.9	66.9	1.4	1.4	290	14675372	13160102	53
Rhizopus_sp._NRRL_1539	2010	36733832	979	241306	5828	18275.54	233	48974	836	9567	98.3	65.5	65.5	65.5	0.7	1.0	290	13250150	11947715	48
Rhizopus_sp._NRRL_1543	2098	37041133	1001	204956	5290	17655.45	233	47792	864	9002	96.5	64.1	64.1	64.1	2.4	1.1	290	20694486	18444925	74
Rhizopus_sp._NRRL_1544	2164	37141785	1001	200361	5345	17163.49	252	46680	898	8880	96.5	66.2	66.2	66.2	2.1	1.4	290	23047180	20539794	82
Rhizopus_sp._NRRL_2934	1701	28456502	1004	257202	2654	16729.28	167	53187	593	9679	97.5	87.2	87.2	87.2	0.7	1.8	290	25873050	24004587	126
Rhizopus_sp._NRRL_3368	2708	37765374	1003	226112	2388	13945.85	244	45174	963	6325	97.6	64.5	64.5	64.5	1.4	1.0	290	25275228	22625215	89
Rhizopus_sp._NRRL_3373	2263	37505403	609	259124	4365	16573.31	235	48519	889	8335	98.0	66.6	66.6	66.6	1.0	1.0	290	16920034	15044357	60
Rhizopus_sp._NRRL_5857	6684	39868173	1000	48163	3794	5964.72	1257	9671	4252	2535	84.8	60.0	60.0	60.0	11.7	3.5	290	12255074	11467384	43
Rhizopus_sp._NRRL_A-10162	13673	30929960	994	14276	1793	2262.12	3923	2542	10932	1271	36.6	31.4	31.4	31.4	34.8	28.6	290	7864514	6751155	32
Rhizopus_sp._NRRL_A-10958	737	24227234	1001	298419	16532	32872.77	101	72179	341	19953	98.3	87.6	87.6	87.6	1.0	0.7	290	21910398	20825060	128
Rhizopus_sp._NRRL_A-11791	740	24467170	1005	283270	16323	33063.74	108	75009	347	18353	98.0	86.6	86.6	86.6	1.0	1.0	290	17325322	16308476	99
Rhizopus_sp._NRRL_A-16766A	5635	66819171	754	211048	5044	11857.88	692	26997	2820	5033	98.2	24.8	24.8	24.8	0.7	1.1	290	14738164	12919793	28
Rhizopus_sp._NRRL_A-17034	1003	24138555	1003	225697	13262	24066.36	150	47579	501	13337	96.2	87.2	87.2	87.2	2.8	1.0	290	20949090	19617842	120
Rhizopus_sp._NRRL_A-17388	5897	41007288	998	65182	4337	6953.92	1063	11787	3630	3008	87.9	59.3	59.3	59.3	9.3	2.8	290	16050320	15116103	55
Rhizopus_sp._NRRL_A-17389	6127	39889070	982	164216	3915	6510.38	1066	11091	3769	2653	89.6	64.1	64.1	64.1	8.6	1.8	290	15604204	14649428	55
Rhizopus_sp._NRRL_A-17473	7864	38280045	977	41434	3096	4867.76	1525	7666	5251	1967	81.7	62.4	62.4	62.4	12.8	5.5	290	8450478	7925213	31
Rhizopus_sp._NRRL_A-17548	1969	36170815	1000	216407	5517	18370.14	218	50021	802	9907	98.3	65.5	65.5	65.5	0.7	1.0	290	11119812	9601528	39
Rhizopus_sp._NRRL_A-18472	1940	36170794	1002	223049	5793	18644.74	221	48930	800	10035	98.3	66.2	66.2	66.2	0.7	1.0	290	13232314	11601223	48
Rhizopus_sp._NRRL_A-18714	1635	36245815	1000	298278	7863	22168.69	201	56128	692	12071	96.2	65.5	65.5	65.5	2.8	1.0	290	14245018	12695401	52
Rhizopus_sp._NRRL_A-21231	3394	38575075	992	231488	1949	11365.67	259	42595	1231	3344	97.6	65.9	65.9	65.9	1.4	1.0	290	10508224	9550572	37
Rhizopus_sp._NRRL_A-23913	1952	36137878	692	219724	5444	18513.26	234	48976	794	10341	97.2	64.8	64.8	64.8	1.7	1.1	290	12576226	11319415	46
Rhizopus_stolonifer_NRRL_1479	1737	36396485	831	272453	6972	20953.65	205	54002	729	11266	96.9	66.6	66.6	66.6	1.7	1.4	290	15341738	13648151	56
Rhizopus_stolonifer_NRRL_1480	2056	37026543	672	183232	6881	18009.02	258	45463	913	9350	97.5	67.2	67.2	67.2	1.4	1.1	290	25344746	22325577	90
Rhizopus_stolonifer_NRRL_1483	2691	37897062	609	307012	2065	14082.89	220	49960	898	6738	96.9	65.9	65.9	65.9	2.1	1.0	290	18131330	16087634	63
Rhizopus_stolonifer_NRRL_1519	3291	31588349	1000	117018	5235	9598.40	514	18463	1873	4197	94.5	75.2	75.2	75.2	3.4	2.1	290	15257696	13762904	65
Rhizopus_stolonifer_NRRL_54333	3308	31784990	704	104306	4993	9608.52	512	18223	1861	4165	96.2	75.5	75.5	75.5	2.1	1.7	290	17499206	16019704	75
Rhizopus_stolonifer_NRRL_54667	3095	31604391	1000	143424	5229	10211.43	456	20812	1698	4463	94.5	75.5	75.5	75.5	4.1	1.4	290	15833720	14456203	68
Rhizopus_stolonifer_NRRL_66454	3098	31561850	1000	117105	5434	10187.81	479	20019	1712	4522	96.5	77.2	77.2	77.2	2.4	1.1	290	14500466	13402829	63
Rhizopus_stolonifer_NRRL_66455	3215	31606959	949	84084	5215	9831.09	502	19141	1793	4317	93.7	73.4	73.4	73.4	4.5	1.8	290	11730980	10589995	50
Rhizopus_stolonifer_NRRL_66456	3205	31632526	1000	105586	5492	9869.74	500	19084	1808	4344	94.9	75.2	75.2	75.2	3.4	1.7	290	16234220	14854439	70
Rhizopus_stolonifer_NRRL_66457	3255	31463459	821	84457	5347	9666.19	522	18228	1868	4200	95.6	75.9	75.9	75.9	3.4	1.0	290	13443040	12229063	58
Rhizopus_stolonifer_NRRL_66458	3296	31352859	1000	78515	5107	9512.40	521	18517	1852	4125	93.8	72.1	72.1	72.1	4.8	1.4	290	9336948	8356470	39
Rhizopus_stolonifer_NRRL_66459	3273	31506947	1000	105965	5283	9626.32	517	18093	1856	4205	95.9	76.6	76.6	76.6	3.1	1.0	290	14242242	12923322	61
Rhizopus_stolonifer_NRRL_66460	2955	30894664	960	118263	3941	10455.05	376	23318	1413	4390	96.6	76.9	76.9	76.9	1.7	1.7	290	11763892	10314339	50
Rhizopus_thermosus_Yamamoto_NRRL_2862	1720	36441808	1000	266344	7279	21187.10	207	55111	728	10853	96.5	65.5	65.5	65.5	2.4	1.1	290	19362658	17252267	70
Rhizopus_tritici_NRRL_1476	2090	36384627	1000	190877	6109	17408.91	257	44230	899	9325	96.2	65.9	65.9	65.9	2.1	1.7	290	19996148	17808666	73
Rhizopus_tritici_NRRL_1529	1910	36742427	1000	241984	6032	19236.87	233	49223	787	9984	97.9	65.5	65.5	65.5	1.0	1.1	290	22689854	20371051	83
Spiromyces_aspiralis_RSA_2271	10284	20085164	499	93311	1251	1953.05	1983	2636	7360	872	67.6	66.9	66.9	66.9	26.6	5.8	290	16952092	15926172	118
Syncephalastrum_racemosum_CBS_440.59+	1865	29839718	557	733261	1494	15999.85	52	175026	237	14607	97.3	82.8	82.8	82.8	1.4	1.3	290	6880264	6012469	30
Syncephalastrum_racemosum_CBS_441.59-	1971	56952680	1005	310440	14690	28895.32	281	61619	928	16890	97.2	34.8	34.8	34.8	1.0	1.8	290	7122240	6726965	17
Syncephalastrum_sp._NRRL_1487	462	25859523	1012	498706	25377	55972.99	63	133486	197	36504	96.8	83.4	83.4	83.4	2.4	0.8	290	16445056	16090818	93
Syncephalastrum_sp._NRRL_1505	302	26032366	1002	898083	5560	86199.89	26	307232	85	74417	96.6	82.8	82.8	82.8	2.8	0.6	290	14060458	13705324	78
Syncephalastrum_sp._NRRL_A-15186	610	27655566	1000	422803	7913	45336.99	61	140945	209	35176	96.9	83.8	83.8	83.8	1.7	1.4	290	11806172	11491245	62
Syncephalastrum_sp._NRRL_A-23572	741	27980349	1001	605020	2852	37760.26	58	137192	202	34392	97.3	84.5	84.5	84.5	1.4	1.3	290	14247246	13755206	73
Syncephalastrum_verruculosum_RSA_2127	1332	28892203	500	602528	1919	21690.84	64	127152	258	19005	97.2	84.1	84.1	84.1	2.1	0.7	290	42623346	39480436	136
Syzygites_megalocarpus	420	25587876	1009	462298	25771	60923.51	54	144719	183	38675	95.9	79.7	79.7	79.7	3.1	1.0	290	6137698	5739274	33
Syzygites_sp._MES_3091	400	25695682	502	451672	24748	64239.21	49	176563	157	45328	97.6	80.7	80.7	80.7	1.0	1.4	290	8964558	8350203	48
Thamnostylum_lucknowense_RSA_1015+T	2131	41283438	968	293701	4729	19372.80	219	56982	792	10550	96.6	84.5	84.5	84.5	3.1	0.3	290	5371840	5005322	18
Thamnostylum_lucknowense_RSA_1093-	876	40608459	1007	536990	16074	46356.69	104	123127	346	29210	97.6	84.8	84.8	84.8	1.7	0.7	290	7899112	7368217	27
Thamnostylum_nigricans_RSA_1405-	1128	35153524	1000	605326	3923	31164.47	84	126373	309	25600	96.8	83.4	83.4	83.4	2.8	0.4	290	6830928	6504826	27
Thamnostylum_nigricans_RSA_1406	1665	34855083	500	559243	1915	20933.98	98	101079	364	20997	95.5	81.0	81.0	81.0	3.4	1.1	290	14119176	13579995	38
Thamnostylum_piriforme_NRRL_A-21589	1976	36473795	995	329675	3473	18458.40	143	75924	631	8072	97.9	84.5	84.5	84.5	1.4	0.7	290	13977184	13130194	53
Thamnostylum_piriforme_RSA_251	2601	34232787	500	308536	1747	13161.39	189	50695	725	9752	97.9	84.1	84.1	84.1	1.0	1.1	290	11921390	10748988	31
Thamnostylum_repens_RSA_459+	1753	35548660	501	439823	1677	20278.76	134	81134	452	19848	97.2	83.1	83.1	83.1	2.4	0.4	290	18203928	17370928	73
Thamnostylum_repens_Tieghem_Upadhyay_NRRL_6240	1908	34824475	1000	168148	10221	18251.82	291	37535	893	12426	98.6	80.0	80.0	80.0	0.7	0.7	290	18098416	9025046	38
Umbelopsis_ovata_NRRL_13127T	534	23707894	1005	471025	25673	44396.81	80	88788	264	26100	96.3	86.6	86.6	86.6	3.1	0.6	290	6395566	6263312	39
Zygorhynchus_exponens_NRRL_1492	2531	38268788	495	177374	6023	15120.03	326	37231	1047	10150	98.0	79.0	79.0	79.0	1.4	0.6	290	12614652	11851562	46
Zygorhynchus_exponens_var._smithii_NRRL_2572T	2396	37778778	978	157017	9298	15767.44	389	29870	1288	8224	97.6	80.0	80.0	80.0	1.4	1.0	290	7081852	6329117	25
Zygorhynchus_heterogamus_Vuillemin_NRRL_1489	13284	40471709	974	33346	2239	3046.65	3149	3883	9916	1453	64.4	54.1	54.1	54.1	26.9	8.7	290	12043254	10270914	38
Zygorhynchus_macrocarpus_NRRL_2663	4642	60168376	500	242594	2469	12961.74	438	41509	1552	9081	96.9	67.6	67.6	67.6	2.1	1.0	290	17907634	16050333	40
Zygorhynchus_moelleri_NRRL_1498	684	36017346	1002	404062	30456	52656.94	99	114285	327	33215	98.3	81.4	81.4	81.4	1.0	0.7	290	16357430	15437560	64
Zygorhynchus_moelleri_Vuillemin_NRRL_1497	1523	37233253	1000	361066	1655	24447.31	120	93421	401	26032	98.6	81.0	81.0	81.0	0.3	1.1	290	14798910	14000991	56
